,,,2020,2030,2040,2050
Eutrop. [MtonPO4_eq],Central Europe,SSP1,2.3889266203287676,4.071595923524956,5.104772807337144,6.0011773906419945
Eutrop. [MtonPO4_eq],Central Europe,SSP2,2.447869868215947,3.813797222900696,5.420222926744624,6.209851975364744
Eutrop. [MtonPO4_eq],Central Europe,SSP3,2.5187522271781595,3.5353934157260416,4.901582824415325,6.168843002864449
Eutrop. [MtonPO4_eq],Central Europe,SSP4,2.513760773844403,3.552353436136382,5.068413410009067,6.673517682334155
Eutrop. [MtonPO4_eq],Central Europe,SSP5,2.3808432985367123,4.149666859475199,5.387626961260568,5.828002582100358
Eutrop. [MtonPO4_eq],Central Latin America,SSP1,2.196248366739847,3.8031942680122297,5.80917240374043,8.300290483139257
Eutrop. [MtonPO4_eq],Central Latin America,SSP2,2.2656367545702722,3.5711024970145124,5.069409770876158,7.212107552906674
Eutrop. [MtonPO4_eq],Central Latin America,SSP3,2.3481611939839255,3.2263364121782536,4.412805291134751,5.871514192327093
Eutrop. [MtonPO4_eq],Central Latin America,SSP4,2.3433881427153085,3.218190105027165,4.572864922237619,6.450556188300205
Eutrop. [MtonPO4_eq],Central Latin America,SSP5,2.186552073977731,3.7867323286804755,6.782866731221566,8.117549470073223
Eutrop. [MtonPO4_eq],East Asia,SSP1,1.692135646892983,3.352296579143274,4.538775881344963,6.3456520944290835
Eutrop. [MtonPO4_eq],East Asia,SSP2,1.7139395976277476,3.11649870944288,4.531380898596024,5.830855741710933
Eutrop. [MtonPO4_eq],East Asia,SSP3,1.7717701290932444,2.5901349712463118,3.8708903142216617,5.129255855971461
Eutrop. [MtonPO4_eq],East Asia,SSP4,1.769576457187269,2.6195532246470714,4.1074553769706785,5.791786561842932
Eutrop. [MtonPO4_eq],East Asia,SSP5,1.6921144626647415,3.4169492486801003,5.016702778506252,6.38885458799217
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP1,1.6846385407526216,2.7823515223970827,3.839737598582445,4.53041908856804
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP2,1.7300736152914589,2.632302215757974,3.691589670787426,4.7160453254704064
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP3,1.793990309757716,2.399543895946569,3.2433635921911073,4.188550462332883
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP4,1.793713170808376,2.383296827319665,3.346481422851229,4.588597131910574
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP5,1.6723501566061136,2.8734873020998544,4.1479852064312,4.502245011533739
